id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
82717,Male,Loyal Customer,43,Personal Travel,Eco,632,2,5,2,2,3,2,5,3,4,3,5,4,4,3,0,0.0,neutral or dissatisfied
95463,Female,Loyal Customer,52,Business travel,Business,239,5,5,5,5,2,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
45792,Female,Loyal Customer,40,Business travel,Business,3051,1,1,1,1,1,4,2,4,4,4,4,2,4,1,31,61.0,satisfied
3474,Female,Loyal Customer,53,Business travel,Business,2049,5,5,5,5,5,5,5,5,2,5,4,5,5,5,137,113.0,satisfied
100221,Male,Loyal Customer,40,Business travel,Business,2011,5,5,3,5,3,4,5,3,3,4,3,5,3,4,0,4.0,satisfied
49753,Male,disloyal Customer,26,Business travel,Eco,250,2,0,2,4,2,4,4,2,3,2,2,4,3,4,173,177.0,neutral or dissatisfied
129375,Female,Loyal Customer,16,Business travel,Business,2454,2,2,2,2,2,2,2,2,2,5,3,3,3,2,4,7.0,neutral or dissatisfied
117971,Female,Loyal Customer,65,Personal Travel,Eco,365,2,5,2,2,5,5,4,5,5,2,5,4,5,3,1,1.0,neutral or dissatisfied
116528,Male,Loyal Customer,40,Personal Travel,Eco,337,0,4,0,3,5,0,5,5,4,4,5,3,5,5,0,0.0,satisfied
120981,Male,disloyal Customer,45,Business travel,Eco,992,2,2,2,3,3,2,3,3,2,5,3,1,2,3,1,19.0,neutral or dissatisfied
107554,Female,Loyal Customer,36,Business travel,Business,1521,3,4,2,4,3,3,3,3,3,3,3,4,3,4,2,22.0,neutral or dissatisfied
36133,Male,Loyal Customer,42,Business travel,Business,1562,2,4,4,4,2,3,4,2,2,2,2,3,2,2,19,6.0,neutral or dissatisfied
101879,Female,Loyal Customer,19,Personal Travel,Eco,1747,4,1,4,4,2,4,2,2,3,1,3,4,4,2,0,0.0,satisfied
27276,Male,Loyal Customer,36,Personal Travel,Business,605,2,2,1,3,4,3,3,3,3,1,3,1,3,1,1,13.0,neutral or dissatisfied
69004,Female,Loyal Customer,61,Business travel,Business,1521,2,1,1,1,1,2,3,2,2,2,2,3,2,2,0,31.0,neutral or dissatisfied
17535,Female,Loyal Customer,25,Business travel,Business,297,1,5,1,5,1,1,1,1,1,2,2,3,2,1,0,0.0,neutral or dissatisfied
50372,Male,Loyal Customer,31,Business travel,Business,3119,3,3,3,3,5,5,5,5,3,5,3,5,5,5,3,0.0,satisfied
16523,Female,Loyal Customer,60,Business travel,Business,209,0,3,0,2,4,2,5,3,3,3,3,5,3,5,25,18.0,satisfied
34188,Female,Loyal Customer,59,Personal Travel,Eco,1046,5,5,5,3,5,4,4,5,5,5,5,4,5,3,10,4.0,satisfied
60406,Female,Loyal Customer,28,Personal Travel,Eco,1452,2,5,2,2,4,2,4,4,2,5,4,1,5,4,97,93.0,neutral or dissatisfied
50050,Male,Loyal Customer,54,Business travel,Business,3280,1,1,1,1,1,4,5,5,5,5,5,2,5,1,0,3.0,satisfied
71801,Female,Loyal Customer,68,Business travel,Business,1723,1,1,1,1,3,2,4,1,1,1,1,3,1,3,1,0.0,neutral or dissatisfied
75200,Male,Loyal Customer,54,Business travel,Eco,1829,2,3,4,3,2,2,2,2,2,5,2,1,3,2,0,0.0,neutral or dissatisfied
90229,Male,Loyal Customer,19,Business travel,Business,3800,5,5,5,5,3,3,3,3,3,4,4,4,5,3,0,0.0,satisfied
96758,Female,Loyal Customer,51,Business travel,Business,849,2,3,3,3,1,4,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
81235,Female,Loyal Customer,55,Personal Travel,Eco,223,1,4,1,2,5,1,3,1,1,1,1,5,1,1,0,0.0,neutral or dissatisfied
67012,Female,Loyal Customer,53,Business travel,Business,1121,2,2,3,2,5,5,4,5,5,5,5,5,5,4,0,42.0,satisfied
61304,Male,Loyal Customer,18,Personal Travel,Eco,862,3,4,3,3,5,3,5,5,4,1,3,3,3,5,43,36.0,neutral or dissatisfied
106241,Male,Loyal Customer,70,Personal Travel,Eco Plus,471,5,3,5,4,4,5,4,4,4,1,3,1,4,4,0,0.0,satisfied
41296,Female,Loyal Customer,38,Business travel,Eco,444,5,5,5,5,5,5,5,5,3,4,4,4,3,5,0,0.0,satisfied
83853,Male,Loyal Customer,50,Personal Travel,Eco,425,1,1,2,3,3,2,3,3,4,1,3,2,4,3,22,31.0,neutral or dissatisfied
44490,Male,Loyal Customer,43,Business travel,Business,844,2,2,2,2,5,3,4,2,2,3,2,4,2,4,5,0.0,neutral or dissatisfied
6450,Male,Loyal Customer,68,Business travel,Business,2992,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0.0,satisfied
31361,Male,Loyal Customer,60,Business travel,Business,589,4,3,3,3,1,2,3,4,4,4,4,4,4,2,19,44.0,neutral or dissatisfied
62001,Female,Loyal Customer,47,Business travel,Business,2586,1,1,1,1,3,3,5,5,5,5,5,4,5,3,2,0.0,satisfied
43329,Male,Loyal Customer,48,Business travel,Business,463,2,2,2,2,3,4,3,2,2,2,2,4,2,1,2,8.0,neutral or dissatisfied
114189,Male,Loyal Customer,32,Business travel,Business,2111,2,1,1,1,2,2,2,2,1,2,3,4,3,2,0,0.0,neutral or dissatisfied
24068,Female,Loyal Customer,11,Personal Travel,Eco Plus,427,1,0,1,4,3,1,3,3,4,2,5,5,4,3,0,0.0,neutral or dissatisfied
44018,Female,Loyal Customer,36,Business travel,Eco Plus,397,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,0.0,satisfied
97653,Male,Loyal Customer,36,Business travel,Business,1587,1,1,1,1,4,3,4,5,5,5,5,4,5,3,0,21.0,satisfied
116837,Male,Loyal Customer,44,Business travel,Business,451,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
127908,Male,Loyal Customer,34,Personal Travel,Eco,1671,3,5,3,4,3,3,3,3,4,1,3,5,5,3,22,14.0,neutral or dissatisfied
42569,Female,Loyal Customer,54,Business travel,Business,315,1,1,1,1,3,5,2,4,4,4,4,3,4,2,0,0.0,satisfied
104873,Female,disloyal Customer,21,Business travel,Eco,327,2,0,2,3,5,2,5,5,2,5,4,2,4,5,26,35.0,neutral or dissatisfied
79108,Female,Loyal Customer,51,Personal Travel,Eco,226,3,5,3,1,3,1,1,5,5,5,5,1,4,1,165,167.0,neutral or dissatisfied
73139,Female,Loyal Customer,12,Personal Travel,Eco,1068,2,4,2,3,2,2,5,2,5,4,5,3,4,2,0,3.0,neutral or dissatisfied
35228,Male,Loyal Customer,45,Business travel,Eco,1005,5,3,5,3,5,5,5,5,2,5,2,5,2,5,0,24.0,satisfied
71924,Female,Loyal Customer,25,Business travel,Business,1744,5,5,5,5,4,4,4,4,4,3,4,4,4,4,0,0.0,satisfied
87793,Female,Loyal Customer,48,Business travel,Business,3740,2,2,5,2,2,4,5,5,5,5,4,5,5,4,0,9.0,satisfied
4061,Male,Loyal Customer,60,Personal Travel,Eco,419,3,5,3,1,3,3,2,3,1,5,4,5,1,3,0,1.0,neutral or dissatisfied
82730,Male,Loyal Customer,55,Personal Travel,Business,409,4,5,4,2,5,5,4,5,5,4,5,5,5,4,0,0.0,satisfied
42507,Female,disloyal Customer,8,Business travel,Business,541,2,2,2,3,4,2,4,4,3,4,4,1,4,4,0,9.0,neutral or dissatisfied
