id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
95989,Male,disloyal Customer,37,Business travel,Business,583,3,3,3,1,3,3,3,3,3,2,5,4,4,3,6,2.0,neutral or dissatisfied
38208,Female,disloyal Customer,46,Business travel,Eco Plus,1220,4,4,4,4,3,4,3,3,3,1,4,5,2,3,0,0.0,neutral or dissatisfied
54551,Female,Loyal Customer,18,Personal Travel,Eco,925,4,4,4,4,3,4,3,3,4,2,5,4,5,3,9,0.0,satisfied
64263,Male,Loyal Customer,48,Business travel,Business,1212,3,3,3,3,4,4,4,4,4,4,4,3,4,3,9,0.0,satisfied
38544,Male,Loyal Customer,52,Business travel,Business,2465,2,2,2,2,5,3,4,4,4,5,4,4,4,1,0,0.0,satisfied
28008,Male,Loyal Customer,39,Business travel,Business,763,4,4,4,4,2,2,3,5,5,5,5,1,5,5,0,3.0,satisfied
79282,Female,Loyal Customer,67,Personal Travel,Business,2248,2,4,2,2,2,1,1,5,5,5,4,1,3,1,0,13.0,neutral or dissatisfied
55512,Male,Loyal Customer,35,Business travel,Business,991,1,1,5,1,3,5,4,4,4,4,4,4,4,5,44,28.0,satisfied
29974,Male,Loyal Customer,50,Business travel,Business,95,1,3,3,3,4,1,3,4,3,4,4,3,2,3,455,,neutral or dissatisfied
85706,Female,Loyal Customer,51,Personal Travel,Eco,1547,3,3,3,3,2,2,2,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
110792,Female,Loyal Customer,62,Business travel,Business,597,2,2,2,2,2,3,4,4,4,4,4,5,4,1,0,1.0,satisfied
71557,Male,Loyal Customer,52,Business travel,Business,1012,1,1,1,1,4,4,5,5,5,5,5,5,5,5,87,100.0,satisfied
71890,Male,Loyal Customer,49,Personal Travel,Eco,1744,1,5,1,1,2,1,2,2,5,3,3,3,4,2,0,4.0,neutral or dissatisfied
47973,Male,Loyal Customer,63,Personal Travel,Eco,817,1,1,1,3,4,1,3,4,3,5,4,1,3,4,0,0.0,neutral or dissatisfied
45851,Female,disloyal Customer,23,Business travel,Eco,517,3,5,3,3,5,3,5,5,4,3,3,1,3,5,18,29.0,neutral or dissatisfied
97436,Male,Loyal Customer,62,Personal Travel,Eco Plus,587,3,4,3,4,5,3,5,5,1,4,3,2,4,5,60,52.0,neutral or dissatisfied
126697,Female,Loyal Customer,33,Business travel,Business,2370,3,3,3,3,5,4,4,4,4,4,4,4,4,4,12,8.0,satisfied
129070,Female,Loyal Customer,39,Business travel,Business,2218,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
67593,Female,Loyal Customer,51,Business travel,Business,1464,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
7439,Female,Loyal Customer,19,Personal Travel,Eco,522,2,3,2,1,4,2,4,4,2,2,5,5,5,4,37,41.0,neutral or dissatisfied
121225,Female,Loyal Customer,55,Business travel,Business,2075,5,1,5,5,3,5,5,4,4,4,4,4,4,3,39,26.0,satisfied
52001,Male,Loyal Customer,70,Personal Travel,Eco,1119,1,4,1,4,4,1,4,4,4,3,5,3,4,4,0,0.0,neutral or dissatisfied
